last_updated_epoch,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,wind_direction,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,country,location_name,region,latitude,longitude,timezone,last_updated
1693014167,28,82.4,5.6,9,230,SW,1007,29.74,0,0,89,25,32.5,90.4,6,3,1,20.8,33.4,540.7,0,73.3,64.9,142.8,148.8,4,10,India,Chennai,Tamil Nadu,13.08,80.28,Asia/Kolkata,9/23/23 3:45
1693014168,27.1,80.8,15.4,24.8,200,SSW,1008,29.75,0,0,84,41,30.9,87.7,10,6,1,22.9,36.8,303.8,34,5.8,2.3,6.2,9.3,1,1,India,Nagapattinam,Tamil Nadu,10.77,79.83,Asia/Kolkata,9/23/23 3:45
1693014169,28,82.4,5.6,9,230,SW,1007,29.74,0,0,89,25,33.9,93.1,6,3,1,16.3,26.2,487.3,10.7,12.5,2.9,32.7,38.2,2,3,India,Kancheepuram,Tamil Nadu,12.83,79.72,Asia/Kolkata,9/23/23 3:45
1693014170,24.1,75.3,7.8,12.6,285,WNW,1009,29.79,0,0,88,59,26.4,79.4,10,6,1,13,21,257,30.4,5.7,2.4,3.9,4.9,1,1,India,Kanniyakumari,Tamil Nadu,8.08,77.55,Asia/Kolkata,9/23/23 3:45
1693014171,24.8,76.7,4.9,7.9,56,ENE,1004,29.65,0,0,94,80,27.8,82.1,2,1,1,7.5,12,767.7,12.2,17.1,7.2,32.6,34.8,2,3,India,Allahabad,Uttar Pradesh,25.45,81.85,Asia/Kolkata,9/23/23 3:45
1693014172,24.7,76.5,6.7,10.8,7,N,1004,29.63,0.08,0,96,100,27.8,82,2,1,1,9.7,15.6,907.9,2.7,25.4,8.5,42.7,47.6,3,5,India,Chandauli,Uttar Pradesh,25.27,83.27,Asia/Kolkata,9/23/23 3:45
1693014173,26.7,80.1,2.9,4.7,21,NNE,1005,29.66,0,0,82,10,30,86.1,10,6,1,5.4,8.7,721,34,4.8,0.6,54.8,58.2,3,7,India,Jhansi,Uttar Pradesh,25.43,78.58,Asia/Kolkata,9/23/23 3:45
1693014174,26.7,80.1,5.1,8.3,76,ENE,1004,29.65,0,0,86,29,30.4,86.7,10,6,1,7.8,12.6,701,45.4,6.2,4.9,50.5,56,3,6,India,Banda,Uttar Pradesh,25.48,80.33,Asia/Kolkata,9/23/23 3:45
1693014175,25.9,78.7,2.5,4,7,N,1005,29.67,0,0,81,18,28.6,83.4,10,6,1,4.5,7.2,534.1,46.5,3.3,2.6,31.5,32.9,2,3,India,Lalitpur,Uttar Pradesh,24.68,78.42,Asia/Kolkata,9/23/23 3:45
1693014176,24.7,76.4,7.4,11.9,28,NNE,1003,29.63,0.46,0.02,96,100,27.8,82,2,1,1,10.7,17.2,841.1,2.5,25.4,9.4,38.4,41.9,2,4,India,Ghazipur,Uttar Pradesh,25.58,83.57,Asia/Kolkata,9/23/23 3:45
1693014177,23,73.4,3.1,5,207,SSW,1008,29.77,0,0,88,22,25.2,77.3,10,6,1,6.3,10.1,413.9,8.8,10.4,1.7,12.8,15,1,2,India,Krishnagiri,Tamil Nadu,12.53,78.23,Asia/Kolkata,9/23/23 3:45
1693014178,24.5,76.1,3.8,6.1,187,S,1008,29.78,0.19,0.01,85,71,26.7,80,9,5,1,6,9.7,440.6,8.5,16.6,3.9,11.5,19.3,1,1,India,Erode,Tamil Nadu,11.35,77.73,Asia/Kolkata,9/23/23 3:45
1693014179,24,75.2,5.6,9,220,SW,1010,29.83,0.01,0,94,50,26.1,79.1,5,3,1,13.7,22,330.5,6.6,6.4,2.7,7.5,9.8,1,1,India,Coimbatore,Tamil Nadu,10.99,76.96,Asia/Kolkata,9/23/23 3:45
1693014180,24.8,76.6,4.5,7.2,295,WNW,1005,29.68,0.05,0,90,84,27.4,81.4,10,6,1,8.4,13.6,393.9,27.2,3.3,0.4,19.9,21.7,2,2,India,Jhalawar,Rajasthan,24.6,76.15,Asia/Kolkata,9/23/23 3:45
1693014181,27.6,81.8,4,6.5,197,SSW,1005,29.67,0,0,71,12,30.4,86.7,10,6,1,7.2,11.7,894.6,9.9,17,1.6,71.9,86.8,4,10,India,Alwar,Rajasthan,27.57,76.6,Asia/Kolkata,9/23/23 3:45
1693014182,25.6,78.1,2.2,3.6,97,E,1005,29.68,0,0,85,13,28.4,83,10,6,1,2.4,3.9,480.7,15.2,7.3,0.6,33.1,37.6,2,3,India,Baran,Rajasthan,25.1,76.52,Asia/Kolkata,9/23/23 3:45
1693014183,27.2,81,4.5,7.2,123,ESE,1004,29.66,0,0,80,13,30.7,87.2,10,6,1,8.2,13.2,934.6,21.6,9.1,0.8,79,88.8,4,10,India,Dhaulpur,Rajasthan,26.7,77.9,Asia/Kolkata,9/23/23 3:45
1693014184,27,80.6,2.2,3.6,188,S,1005,29.67,0,0,77,12,30,86,10,6,1,3,4.8,474,23.3,7.1,0.3,27.1,34,2,3,India,Sawai Madhopur,Rajasthan,25.98,76.37,Asia/Kolkata,9/23/23 3:45
1693014185,22.7,72.9,5.6,9,287,WNW,1006,29.72,0.3,0.01,93,77,25.1,77.1,9,5,1,10.1,16.3,327.1,17.2,6.9,2.4,16.9,18.2,2,2,India,Banswara,Rajasthan,23.55,74.45,Asia/Kolkata,9/23/23 3:45
1693014186,26.1,79.1,2.2,3.6,176,S,1005,29.68,0,0,77,18,28.5,83.3,10,6,1,1.8,2.9,881.2,5.9,17,1.8,78,91.1,4,10,India,Karauli,Rajasthan,26.5,77.02,Asia/Kolkata,9/23/23 3:45
1693014187,23.6,74.5,4.3,6.8,271,W,1007,29.73,0,0,88,49,25.8,78.4,10,6,1,7.8,12.5,417.2,17,10.3,4.1,14.3,16.6,1,2,India,Jangaon,Andhra Pradesh,17.6,78.88,Asia/Kolkata,9/23/23 3:45
1693014188,24.1,75.3,2.7,4.3,228,SW,1006,29.71,0.01,0,90,95,26.4,79.6,10,6,1,4.9,8,277,23.3,2.3,0.8,5.4,5.6,1,1,India,Mancherial,Andhra Pradesh,18.87,79.43,Asia/Kolkata,9/23/23 3:45
1693014189,23.7,74.6,3.8,6.1,277,W,1006,29.72,0.05,0,90,58,25.9,78.7,10,6,1,7.1,11.4,347.1,13.8,7,1.5,15.9,16.7,2,2,India,Karimnagar,Andhra Pradesh,18.43,79.15,Asia/Kolkata,9/23/23 3:45
1693014190,22.5,72.6,4.5,7.2,258,WSW,1007,29.74,0,0,93,70,24.9,76.8,10,6,1,8.5,13.6,360.5,8.9,9.3,4.4,18.6,19.1,2,2,India,Nizamabad,Andhra Pradesh,18.67,78.12,Asia/Kolkata,9/23/23 3:45
1693014191,22.7,72.9,3.1,5,287,WNW,1007,29.74,0,0,91,76,25.1,77.1,10,6,1,5.9,9.5,310.4,21.5,4.2,0.3,6.1,6.7,1,1,India,Medak,Andhra Pradesh,18.03,78.27,Asia/Kolkata,9/23/23 4:00
1693014192,24.8,76.7,3.8,6.1,257,WSW,1007,29.73,1.2,0.05,89,73,27.4,81.3,10,6,1,7.1,11.4,373.8,12.9,6.2,1.4,14.2,20.8,1,2,India,Nalgonda,Andhra Pradesh,17.05,79.27,Asia/Kolkata,9/23/23 4:00
1693014193,22.7,72.9,3.8,6.1,220,SW,1006,29.72,0.12,0,92,52,25.1,77.1,10,6,1,7.4,11.9,273.7,13.1,4,0.7,7,7.2,1,1,India,Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,9/23/23 4:00
1693014194,22.7,72.8,4.3,6.8,269,W,1007,29.73,0,0,92,51,25,77,10,6,1,8.1,13.1,297.1,14.1,4.3,0.7,6.7,7,1,1,India,Nirmal,Andhra Pradesh,19.1,78.35,Asia/Kolkata,9/23/23 4:00
1693014195,23.5,74.3,3.6,5.8,260,W,1007,29.73,0.06,0,90,62,25.7,78.3,10,6,1,6.3,10.2,350.5,12.5,9.6,3.5,20.8,21.3,2,2,India,Jagtial,Andhra Pradesh,18.8,78.93,Asia/Kolkata,9/23/23 4:00
1693014196,23.9,75,3.4,5.4,247,WSW,1006,29.72,0,0,91,66,26.3,79.3,10,6,1,6.2,10,427.3,9.9,6.8,4.4,17.6,19.3,2,2,India,Peddapalli,Andhra Pradesh,18.62,79.37,Asia/Kolkata,9/23/23 4:00
1693014197,22.7,72.9,3.1,5,287,WNW,1007,29.74,0,0,91,76,25.1,77.1,10,6,1,5.9,9.5,310.4,21.5,4.2,0.3,6.1,6.7,1,1,India,Siddipet,Andhra Pradesh,18.1,78.85,Asia/Kolkata,9/23/23 4:00
1693014198,24.2,75.5,3.6,5.8,238,WSW,1007,29.72,1.57,0.06,94,70,26.8,80.2,10,6,1,6.6,10.6,527.4,8.9,9.2,1.9,22.4,24,2,2,India,Khammam,Andhra Pradesh,17.25,80.15,Asia/Kolkata,9/23/23 4:00
1693014199,23.9,75.1,3.1,5,227,SW,1007,29.73,0,0,89,37,26.2,79.2,10,6,1,5.7,9.2,313.8,15.7,4.2,0.3,7.1,8.4,1,1,India,Warangal,Andhra Pradesh,18,79.58,Asia/Kolkata,9/23/23 4:00
1693014200,23.9,75,2.5,4,260,W,1007,29.72,0.53,0.02,91,71,26.2,79.2,10,6,1,5,8.1,454,6.1,7.8,0.9,15.6,19.7,2,2,India,Suryapet,Andhra Pradesh,17.15,79.62,Asia/Kolkata,9/23/23 4:00
1693014201,23,73.4,10.5,16.9,270,W,1010,29.83,0.14,0.01,94,75,25.2,77.4,5,3,1,6.4,10.3,353.8,13.8,8.7,2.7,11.4,12.8,1,1,India,Medchal,Andhra Pradesh,17.63,78.48,Asia/Kolkata,9/23/23 4:00
1693014202,23,73.4,10.5,16.9,270,W,1010,29.83,0,0,94,75,25.3,77.5,5,3,1,6.4,10.3,337.1,15.6,9.5,5.1,10.5,11.4,1,1,India,Vikarabad,Andhra Pradesh,17.33,77.9,Asia/Kolkata,9/23/23 4:00
1693014203,24.3,75.8,2.2,3.6,213,SSW,1007,29.75,0.26,0.01,87,63,26.6,79.9,10,6,1,2.7,4.3,290.4,13.8,8.6,6.9,7.5,8.6,1,1,India,Wanaparthy,Andhra Pradesh,16.37,78.07,Asia/Kolkata,9/23/23 4:00
1693014204,21.6,70.9,2.2,3.6,116,ESE,1009,29.8,0,0,96,70,21.6,70.9,2,1,1,3.5,5.6,243.7,4.6,0.9,0.1,2.2,2.4,1,1,India,Tirap,Arunachal Pradesh,27.17,95.8,Asia/Kolkata,9/23/23 4:00
1693014205,22,71.6,4.3,6.8,215,SW,1006,29.7,1.51,0.06,99,100,22,71.6,10,6,1,8,12.8,647.5,2.6,18.3,6,47.2,49,3,5,India,Siang,Chhattisgarh,22.6,83.05,Asia/Kolkata,9/23/23 4:00
1693014206,23.2,73.7,2.2,3.6,113,ESE,1008,29.78,0.4,0.02,98,90,25.7,78.3,10,6,1,0.7,1.2,527.4,10.9,5.5,1.1,11.7,13,1,1,India,Majuli,Assam,26.95,94.17,Asia/Kolkata,9/23/23 4:00
1693014207,26.6,79.9,12.3,19.8,215,SW,1005,29.68,0.53,0.02,90,79,30.7,87.3,9,5,1,21.1,33.9,283.7,60.1,2.6,2.1,13.4,14.9,1,2,India,Biswanath,West Bengal,22.04,88.05,Asia/Kolkata,9/23/23 4:00
1693014208,23.8,74.9,2.2,3.6,14,NNE,1009,29.78,0.09,0,98,100,26.6,79.8,0,0,1,3.5,5.6,694.3,4.1,7.9,1.9,24.5,28.2,2,3,India,Hojai,Assam,26,92.87,Asia/Kolkata,9/23/23 4:00
1693014209,23.6,74.5,8.9,14.4,59,ENE,1006,29.7,20.04,0.79,99,100,26.3,79.3,5,3,1,14.1,22.7,440.6,20.2,6.6,1.1,9.3,10.3,1,1,India,South Salmara,Assam,25.92,90.02,Asia/Kolkata,9/23/23 3:45
1693014210,22.7,72.9,6.7,10.8,307,NW,1006,29.71,0.57,0.02,96,58,25.1,77.2,10,6,1,12,19.4,373.8,27.2,3,0.6,24.5,25.5,2,3,India,Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,9/23/23 4:00
1693014211,18.5,65.3,2.2,3.6,12,NNE,1011,29.85,0,0,98,100,18.5,65.3,0,0,1,2.5,4.1,494,0,3.8,1.1,11.1,12.9,1,1,India,Kakching,Manipur,24.48,93.98,Asia/Kolkata,9/23/23 4:00
1693014212,27,80.6,2.5,4,130,SE,1007,29.74,0.33,0.01,94,75,33.1,91.5,3,1,1,3.9,6.2,460.6,22.5,6.3,1.8,8.3,9.6,1,1,India,North Gauhati,Assam,26.2,91.72,Asia/Kolkata,9/23/23 4:00
1693014213,27,80.6,5.6,9,90,E,1006,29.71,0,0,100,50,28.4,83.1,2.2,1,1,8.5,13.8,5767.8,0,123.4,64.9,699.3,761.1,6,10,India,New Delhi,Delhi,28.6,77.2,Asia/Kolkata,9/23/23 3:45
1693014214,24.8,76.7,3.4,5.4,230,SW,1007,29.72,0.06,0,96,83,28,82.5,2,1,1,6.3,10.1,350.5,80.1,5.8,7.9,37.4,38.1,2,4,India,East Godavari,Andhra Pradesh,16.93,82.22,Asia/Kolkata,9/23/23 4:00
1693014215,25.7,78.2,9.4,15.1,190,S,1005,29.68,0.21,0.01,94,100,29.3,84.8,2.4,1,1,14.8,23.8,407.2,47.2,14.4,20.5,20.8,24.9,2,2,India,South Suburban,West Bengal,22.5,88.3,Asia/Kolkata,9/23/23 4:00
1693014216,25.7,78.3,9.4,15.1,190,S,1005,29.68,0.02,0,94,100,29.4,84.9,2.4,1,1,14.5,23.4,407.2,47.2,14.4,20.5,20.8,24.9,2,2,India,Kolkata,West Bengal,22.57,88.37,Asia/Kolkata,9/23/23 4:00
1693014217,23.6,74.5,8.9,14.4,59,ENE,1006,29.7,20.04,0.79,99,100,26.3,79.3,5,3,1,14.1,22.7,440.6,20.2,6.6,1.1,9.3,10.3,1,1,India,South Salmara,Assam,25.92,90.02,Asia/Kolkata,9/23/23 4:00
1693014218,27,80.6,5.6,9,90,E,1006,29.71,0,0,100,50,28.5,83.3,2.2,1,1,7,11.3,2483.4,1.6,30.5,13.1,315.7,386.5,6,10,India,Shahdara,Delhi,28.67,77.32,Asia/Kolkata,9/23/23 4:00
1693014219,25.2,77.3,4.5,7.2,206,SSW,1005,29.66,0,0,94,33,28.4,83.1,2,1,1,7.8,12.5,407.2,38.6,4.2,2.7,17,21.4,2,2,India,Jhargram,West Bengal,22.45,86.98,Asia/Kolkata,9/23/23 4:00
1693014220,25.4,77.6,7.6,12.2,181,S,1004,29.66,0,0,96,63,29,84.1,2,1,1,12.7,20.5,363.8,47.9,7,8.4,17.5,20.4,2,2,India,Barddhaman,West Bengal,23.24,87.87,Asia/Kolkata,9/23/23 4:00
1693014221,24.1,75.5,3.8,6.1,244,WSW,1007,29.75,1.24,0.05,84,72,26.2,79.2,9,5,1,6.7,10.8,310.4,14.7,7,0.5,5,7.1,1,1,India,Narayanpet,Andhra Pradesh,16.73,77.5,Asia/Kolkata,9/23/23 4:00
1693014222,27,80.6,5.6,9,90,E,1006,29.71,0,0,100,50,29.2,84.6,2.2,1,1,7,11.2,1735.7,26.5,18.2,7.5,184.9,211.2,5,10,India,Niwari,Uttar Pradesh,28.88,77.53,Asia/Kolkata,9/23/23 4:00
1693014223,19.1,66.3,2.2,3.6,110,ESE,1010,29.83,0,0,99,100,19.1,66.3,0,0,1,3.3,5.3,205.3,0.2,1.2,0.2,5.6,6,1,1,India,Saitual,Mizoram,23.97,92.58,Asia/Kolkata,9/23/23 4:00
1693014224,24.6,76.4,4.5,7.2,198,SSW,1007,29.75,0,0,90,21,27.2,81,10,6,1,7.8,12.6,353.8,22,6.1,1.7,9,10.7,1,1,India,Ranipet,Tamil Nadu,12.93,79.33,Asia/Kolkata,9/23/23 4:00
1693014225,23.6,74.5,8.1,13,274,W,1010,29.82,0,0,92,29,25.9,78.6,10,6,1,10.9,17.5,250.3,20.2,3.2,1.5,4.2,4.7,1,1,India,Tenkasi,Tamil Nadu,8.97,77.3,Asia/Kolkata,9/23/23 4:00
1693014226,24.4,75.9,4.7,7.6,273,W,1007,29.73,0.11,0,93,80,27.1,80.7,10,6,1,6.8,10.9,263.7,8.8,6.8,2.1,15.9,17.3,2,2,India,Pendra,Maharashtra,21.93,74.15,Asia/Kolkata,9/23/23 4:00
1693014227,25,76.9,6,9.7,287,WNW,1006,29.71,0,0,78,18,27,80.5,10,6,1,12.3,19.8,353.8,49.4,3.9,10,58.1,60.9,3,7,India,Ashoknagar,Madhya Pradesh,24.57,77.72,Asia/Kolkata,9/24/23 3:45
1693014228,24.1,75.4,3.4,5.4,278,W,1006,29.72,0,0,86,17,26.3,79.4,10,6,1,6.6,10.5,370.5,38.6,3.4,2,33.3,34.7,2,3,India,Raisen,Madhya Pradesh,23.33,77.8,Asia/Kolkata,9/24/23 3:45
1693014229,22,71.6,2.7,4.3,354,N,1007,29.73,1.47,0.06,91,82,22,71.6,10,6,1,5.3,8.5,390.5,45.8,1.3,0.4,10.3,10.7,1,1,India,Chhindwara,Madhya Pradesh,22.07,78.93,Asia/Kolkata,9/24/23 3:45
1693014230,22.2,71.9,2.2,3.6,243,WSW,1007,29.74,0.45,0.02,95,51,24.7,76.4,10,6,1,3.1,5,290.4,20.7,3.6,0.7,9.7,10.4,1,1,India,Betul,Madhya Pradesh,21.86,77.93,Asia/Kolkata,9/24/23 3:45
1693014231,22.7,72.9,4.5,7.2,247,WSW,1006,29.72,0.04,0,96,88,25.2,77.3,2,1,1,8.7,14,423.9,17,3.6,0.7,19.4,20.3,2,2,India,Hoshangabad,Madhya Pradesh,22.75,77.72,Asia/Kolkata,9/24/23 3:45
1693014232,23,73.4,6,9.7,297,WNW,1007,29.73,0,0,94,33,25.3,77.6,10,6,1,11.9,19.1,420.6,27.5,4.5,1,17.7,18.6,2,2,India,Sehore,Madhya Pradesh,23.2,77.08,Asia/Kolkata,9/24/23 3:45
1693014233,23.2,73.8,2.7,4.3,243,WSW,1006,29.71,0.03,0,92,51,25.6,78,10,6,1,5.3,8.5,567.4,65.8,2.2,1.2,24,24.7,2,3,India,Jabalpur,Madhya Pradesh,23.17,79.95,Asia/Kolkata,9/24/23 3:45
1693014234,24.7,76.4,2.2,3.6,52,NE,1005,29.69,0,0,87,11,27,80.7,10,6,1,3.4,5.5,460.6,51.5,2.3,0.5,34.4,35.6,2,3,India,Panna,Madhya Pradesh,24.72,80.2,Asia/Kolkata,9/24/23 3:45
1693014235,23,73.4,3.8,6.1,290,WNW,1011,29.85,0,0,89,50,25.4,77.7,0.5,0,1,13.4,21.6,370.5,23.3,4.7,0.9,16.2,17.2,2,2,India,Ujjain,Madhya Pradesh,23.18,75.77,Asia/Kolkata,9/24/23 3:45
1693014236,24.4,75.9,2.2,3.6,319,NW,1005,29.68,0,0,90,22,26.9,80.4,10,6,1,2.9,4.7,627.5,11.1,10.5,4.7,22.8,24.4,2,2,India,Rewa,Madhya Pradesh,24.53,81.3,Asia/Kolkata,9/24/23 3:45
1693014237,23.2,73.7,2.2,3.6,262,W,1007,29.74,0,0,95,30,25.6,78.1,2,1,1,2.4,3.9,480.7,57.2,1.3,0.2,10.4,10.5,1,1,India,Dindori,Madhya Pradesh,22.95,81.08,Asia/Kolkata,9/24/23 3:45
1693014238,23,73.5,2.2,3.6,9,N,1006,29.71,0.15,0.01,96,57,25.5,77.8,10,6,1,2.3,3.7,447.3,12.5,7.7,3.6,23.9,24.8,2,2,India,Balaghat,Madhya Pradesh,21.78,80.25,Asia/Kolkata,9/24/23 3:45
1693014239,23.1,73.6,8.9,14.4,255,WSW,1008,29.75,0,0,95,58,25.5,77.9,10,6,1,15.4,24.7,283.7,18.1,3.5,0.6,16.2,17.7,2,2,India,Barwani,Madhya Pradesh,22.03,74.9,Asia/Kolkata,9/24/23 3:45
1693014240,24.5,76.1,2.5,4,321,NW,1005,29.69,0,0,87,8,26.8,80.3,10,6,1,4.2,6.8,594.1,29.7,4.1,1.2,27.3,28.1,2,3,India,Satna,Madhya Pradesh,24.58,80.83,Asia/Kolkata,9/24/23 3:45
1693014241,24.7,76.4,2.2,3.6,52,NE,1005,29.69,0,0,87,11,27,80.7,10,6,1,3.4,5.5,460.6,51.5,2.3,0.5,34.4,35.6,2,3,India,Chhatarpur,Madhya Pradesh,24.9,79.6,Asia/Kolkata,9/24/23 3:45
1693014242,23,73.4,3.8,6.1,290,WNW,1011,29.85,0,0,89,50,25.4,77.7,0.5,0,1,13.3,21.5,340.5,25,4.2,0.8,12.9,14,1,2,India,Indore,Madhya Pradesh,22.72,75.83,Asia/Kolkata,9/24/23 3:45
1693014243,23.1,73.7,6.9,11.2,254,WSW,1008,29.75,0,0,95,42,25.6,78,2,1,1,12.5,20.1,360.5,21.5,4,0.8,18.5,19.9,2,2,India,Ratlam,Madhya Pradesh,23.32,75.07,Asia/Kolkata,9/24/23 3:45
1693014244,23.9,74.9,6.7,10.8,280,W,1007,29.72,0,0,93,34,26.3,79.3,10,6,1,12.7,20.4,363.8,9.1,6.1,1,16.8,18.4,2,2,India,Harda,Madhya Pradesh,22.33,77.1,Asia/Kolkata,9/24/23 3:45
1693014245,24.1,75.4,3.1,5,286,WNW,1006,29.71,0,0,84,8,26.2,79.1,10,6,1,6.3,10.2,560.8,55.8,2.1,0.4,52.1,53,3,6,India,Sagar,Madhya Pradesh,23.83,78.72,Asia/Kolkata,9/24/23 3:45
1693014246,23.8,74.8,7.4,11.9,232,SW,1007,29.73,0,0,91,19,26.1,78.9,10,6,1,14.9,24,347.1,27.5,4.7,0.4,19.3,21.3,2,2,India,Neemuch,Madhya Pradesh,24.48,74.87,Asia/Kolkata,9/24/23 3:45
1693014247,26.1,79,3.6,5.8,313,NW,1006,29.7,0,0,79,13,28.7,83.6,10,6,1,6.2,10,594.1,52.2,2.2,0.5,62.9,64.4,3,8,India,Tikamgarh,Uttar Pradesh,24.73,78.83,Asia/Kolkata,9/24/23 3:45
1693014248,24.9,76.8,3.1,5,253,WSW,1006,29.72,0,0,79,18,26.9,80.5,10,6,1,6.4,10.2,347.1,27.2,5,8.8,56,58.8,3,7,India,Guna,Madhya Pradesh,24.65,77.32,Asia/Kolkata,9/24/23 3:45
1693014249,23,73.4,3.8,6.1,290,WNW,1011,29.85,0,0,89,50,25.4,77.7,0.5,0,1,15,24.2,360.5,22.9,5.1,1.5,11.6,12.5,1,1,India,Dewas,Madhya Pradesh,22.97,76.07,Asia/Kolkata,9/24/23 3:45
1693014250,23.6,74.5,8.9,14.4,243,WSW,1007,29.74,0,0,93,25,26,78.7,10,6,1,17.2,27.7,390.5,23.3,3.8,0.7,31.8,33.4,2,3,India,Mandsaur,Madhya Pradesh,24.07,75.07,Asia/Kolkata,9/24/23 3:45
1693014251,23.1,73.6,8.9,14.4,255,WSW,1008,29.75,0,0,95,58,25.5,77.9,10,6,1,15.4,24.7,283.7,18.1,3.5,0.6,16.2,17.7,2,2,India,Khargone,Madhya Pradesh,21.82,75.6,Asia/Kolkata,9/24/23 3:45
1693014252,26.4,79.5,4.7,7.6,213,SSW,1005,29.69,0,0,77,18,28.9,84,10,6,1,8.9,14.3,340.5,36.1,3.6,0.4,18.1,22.4,2,2,India,Sheopur,Madhya Pradesh,25.67,76.7,Asia/Kolkata,9/24/23 3:45
1693014253,27.2,80.9,2.2,3.6,179,S,1005,29.68,0,0,75,14,30,86,10,6,1,3.6,5.8,554.1,15.6,7,0.6,44.8,52.7,3,5,India,Morena,Madhya Pradesh,26.5,78,Asia/Kolkata,9/24/23 3:45
1693014254,26.6,79.8,3.6,5.8,124,SE,1005,29.69,0,0,81,22,29.6,85.2,10,6,1,6,9.7,520.7,25.4,5.7,0.9,25.4,31.3,2,3,India,Bhind,Madhya Pradesh,26.56,78.79,Asia/Kolkata,9/24/23 3:45
1693014255,23.7,74.7,8.5,13.7,223,SW,1007,29.75,0,0,95,43,26.2,79.2,10,6,1,14,22.5,390.5,13.1,11.8,4.8,29.6,31.1,2,3,India,Jhabua,Madhya Pradesh,22.77,74.6,Asia/Kolkata,9/24/23 3:45
1693014256,24,75.2,7.8,12.6,280,W,1007,29.73,0,0,92,28,26.4,79.6,10,6,1,14.9,23.9,307.1,16.1,3.6,0.4,11.9,13.6,1,1,India,Khandwa,Madhya Pradesh,21.83,76.33,Asia/Kolkata,9/24/23 3:45
1693014257,22.5,72.6,2.9,4.7,234,SW,1006,29.7,0.01,0,91,77,24.9,76.8,10,6,1,6.1,9.8,494,35.1,2.4,3.3,17.9,18.2,2,2,India,Umaria,Madhya Pradesh,23.53,80.83,Asia/Kolkata,9/24/23 3:45
1693014258,26.8,80.2,2.2,3.6,206,SSW,1005,29.69,0,0,77,7,29.5,85.1,10,6,1,2,3.2,554.1,15.4,7.1,0.8,45.2,54,3,5,India,Gwalior,Madhya Pradesh,26.22,78.18,Asia/Kolkata,9/24/23 3:45
1693014259,24.5,76.1,3.8,6.1,251,WSW,1006,29.7,0,0,84,16,26.6,79.9,10,6,1,7.6,12.2,460.6,47.2,2,0.8,34.4,35.6,2,3,India,Damoh,Madhya Pradesh,23.83,79.45,Asia/Kolkata,9/24/23 3:45
1693014260,23,73.4,3.8,6.1,290,WNW,1011,29.85,0,0,89,50,25.4,77.8,0.5,0,1,13.8,22.2,357.2,16.5,4.7,1.2,16,17.5,2,2,India,Dhar,Madhya Pradesh,22.6,75.3,Asia/Kolkata,9/24/23 3:45
1693014261,27,80.6,2.2,3.6,10,N,1005,29.68,0.8,0.03,94,75,32.2,89.9,3.5,2,1,9.1,14.7,383.9,66.5,3.5,3.3,28.8,30.5,2,3,India,Katni,Orissa,20.3,85.72,Asia/Kolkata,9/24/23 3:45
1693014262,22.8,73.1,2.5,4,261,W,1005,29.69,0,0,95,43,25.2,77.4,2,1,1,4.7,7.5,701,8.3,11.1,1.9,22.7,24.3,2,2,India,Sidhi,Madhya Pradesh,24.42,81.88,Asia/Kolkata,9/24/23 3:45
1693014263,24.2,75.5,7.2,11.5,290,WNW,1007,29.74,0.04,0,93,88,26.7,80,10,6,1,11.7,18.8,283.7,19.3,7.6,2.7,17.5,18.3,2,2,India,Alirajpur,Madhya Pradesh,22.3,74.35,Asia/Kolkata,9/24/23 3:45
1693014264,23.5,74.3,6.5,10.4,282,WNW,1006,29.71,0,0,94,42,25.9,78.7,2,1,1,11.9,19.1,393.9,58.7,3,6.5,20.5,21.3,2,2,India,Bhopal,Madhya Pradesh,23.27,77.4,Asia/Kolkata,9/24/23 3:45
1693014265,27.3,81.2,2.7,4.3,230,SW,1005,29.68,0,0,67,19,29.5,85,10,6,1,5.1,8.2,620.8,11.8,11.3,0.7,51,62.6,3,6,India,Rajgarh,Rajasthan,27.23,76.63,Asia/Kolkata,9/24/23 3:45
1693014266,22.6,72.8,2.2,3.6,208,SSW,1006,29.72,0,0,95,40,25.1,77.1,2,1,1,3.3,5.3,440.6,21.6,3,0.3,8.6,8.9,1,1,India,Mandla,Madhya Pradesh,22.6,80.38,Asia/Kolkata,9/24/23 3:45
1693014267,23.5,74.4,7.4,11.9,259,W,1007,29.74,0,0,94,30,25.9,78.7,10,6,1,13.9,22.4,387.2,21.1,3.4,0.6,41.7,43.5,3,4,India,Shajapur,Madhya Pradesh,23.43,76.27,Asia/Kolkata,9/24/23 3:45
1693014268,25,77,3.6,5.8,256,WSW,1006,29.71,0,0,82,16,27.2,80.9,10,6,1,7.3,11.7,587.5,58.7,1.7,0.5,83.3,85.1,4,10,India,Shivpuri,Madhya Pradesh,25.43,77.65,Asia/Kolkata,9/24/23 3:45
